char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Carl,Davis,68,33,77,26,3,68,88,75,45,34,6,10,15,10,32,20,79
Chris,Rodriguez Jr,68,24,36,26,4,89,71,90,87,60,19,76,12,60,45,34,39
Jalyn,Holmes,68,29,96,26,7,78,87,82,59,56,6,41,10,10,40,27,78
Sheldon,Day,68,31,98,26,3,69,82,88,37,34,6,21,17,9,39,37,79
Dominique,Hampton,67,25,45,26,17,91,70,91,62,64,15,71,21,45,42,66,76
Jordan,Magee,67,24,58,26,12,87,64,88,66,56,46,67,14,10,35,62,79
Javontae,Jean-Baptiste,66,25,90,26,15,84,77,80,30,52,7,41,29,10,30,31,75
John,Bates,66,27,87,26,19,78,75,83,75,77,10,66,19,15,61,24,47
Kain,Medrano,66,24,56,26,17,90,71,88,61,50,21,47,18,10,31,58,77
Kevon,Seymour,66,31,29,26,2,89,62,68,58,60,6,72,11,45,17,64,47
Lucas,Niang,66,27,53,26,18,66,86,94,23,30,6,18,25,10,77,18,28
Michael,Deiter,66,28,60,26,1,69,86,83,40,30,6,10,12,10,72,18,38
Mike,Strachan,66,28,84,26,20,87,72,80,74,79,15,71,17,45,33,15,28
Tyler,Ott,66,33,69,26,10,75,72,83,68,69,10,48,24,10,45,20,52
Lawrence,Cager,65,28,89,26,19,87,69,79,75,78,15,74,12,30,49,15,31
Tyler,Owens,65,24,40,26,5,93,63,84,64,65,6,71,17,39,25,66,62
Allan,George,64,26,38,26,2,89,61,75,52,57,6,72,13,50,27,64,59
Cole,Turner,64,25,88,26,19,81,68,68,73,79,10,69,19,18,55,15,29
Andre,Jones Jr,63,26,50,26,7,80,67,87,44,49,13,47,22,25,41,45,75
Bobby,Hart,63,31,51,26,18,49,84,80,45,39,6,10,21,15,72,12,40
Chris,Paul,61,26,75,26,8,76,82,72,25,29,6,10,23,10,71,9,31
Colson,Yankoff,61,25,41,26,19,85,71,80,71,73,47,62,17,10,54,17,41
Bobby,Price,60,27,37,26,2,90,70,84,58,63,6,73,11,40,28,60,60
Josh,Johnson,59,39,14,26,14,80,53,70,60,54,71,68,25,10,18,18,30
Sam,Hartman,57,26,15,26,14,79,58,93,63,28,77,60,26,18,25,13,29
Trent,Scott,57,31,73,26,11,68,80,88,32,27,6,11,19,9,71,13,28
Tyree,Jackson,56,27,80,26,19,82,74,87,68,73,69,68,14,17,50,15,40
Foster,Sarell,55,27,79,26,11,54,86,76,31,23,6,10,12,10,68,10,35
Demario,Davis,90,36,56,27,12,88,85,93,62,63,6,25,20,10,35,72,91
Erik,McCoy,89,28,78,27,1,74,89,88,30,30,6,10,21,10,92,12,35
Justin,Reid,87,28,21,27,5,91,66,87,63,73,12,71,78,55,28,80,78
Chris,Olave,86,25,12,27,20,93,59,85,69,94,10,75,19,75,31,25,17
Alvin,Kamara,84,30,41,27,4,88,77,85,92,76,29,87,16,83,41,21,29
Carl,Granderson,80,28,96,27,7,81,80,84,29,38,6,30,14,28,32,39,88
Davon,Godchaux,80,30,92,27,3,71,93,86,27,35,6,34,11,10,39,27,92
Julian,Blackmon,80,27,28,27,5,88,57,82,52,75,6,74,15,30,18,73,77
Brandin,Cooks,79,31,10,27,20,93,54,78,74,88,10,77,20,79,35,22,25
Cameron,Jordan,79,36,94,27,15,77,87,92,42,42,6,30,29,10,34,36,86
Cesar,Ruiz,79,26,51,27,16,76,87,90,26,22,6,10,11,10,80,12,27
Chase,Young,79,26,99,27,15,83,86,89,43,33,24,38,22,10,31,41,83
Rashid,Shaheed,79,27,22,27,20,93,60,76,70,85,16,87,17,88,28,28,25
Zach,Wood,79,32,49,27,10,71,75,82,45,46,10,36,24,10,50,29,70
Pete,Werner,78,27,20,27,17,84,72,82,55,62,6,22,20,10,30,68,88
Taliese,Fuaga,78,23,75,27,11,68,93,94,33,22,7,13,31,10,84,9,39
Cam,Akers,77,26,26,27,4,89,73,77,91,66,44,86,20,71,35,14,28
Kelvin,Banks Jr.,76,21,71,27,18,67,86,90,30,25,18,18,11,10,81,14,30
Taysom,Hill,76,35,7,27,19,89,82,95,78,81,76,85,54,79,63,56,57
Kendre,Miller,75,23,5,27,4,90,75,89,89,64,27,85,15,45,33,36,57
Kool-Aid,McKinstry,75,22,4,27,2,90,53,85,55,64,16,73,11,83,18,75,66
Bryan,Bresee,74,23,90,27,3,78,88,90,44,47,10,38,23,10,45,26,78
Clyde,Edwards-Helaire,74,26,23,27,4,87,72,84,89,72,30,85,17,78,34,14,26
Juwan,Johnson,74,28,83,27,19,87,69,82,76,82,25,76,25,45,47,23,34
Nathan,Shepherd,74,31,93,27,3,73,90,89,36,33,6,34,12,10,32,24,82
Trevor,Penning,74,26,70,27,8,76,89,90,38,41,9,20,15,10,81,11,27
Alontae,Taylor,73,26,1,27,2,95,60,78,63,72,36,76,21,45,25,70,42
Blake,Grupe,73,26,19,27,6,76,28,54,23,32,24,21,82,10,15,15,24
Cedrick,Wilson Jr,73,29,11,27,20,88,51,81,71,84,50,84,11,78,31,19,28
Donovan,Peoples-Jones,73,26,14,27,20,87,68,79,74,87,15,75,16,82,42,22,32
Isaac,Yiadom,73,29,27,27,2,89,54,76,61,66,6,70,12,40,27,75,56
Jonathan,Bullard,73,31,58,27,3,71,81,87,26,35,6,29,19,9,29,26,87
Jordan,Howden,73,25,31,27,5,89,58,87,55,65,6,68,9,60,27,70,72
Ugo,Amadi,73,28,0,27,2,90,62,92,62,69,21,72,20,81,26,76,69
Dillon,Radunz,72,27,77,27,8,69,84,94,29,28,6,19,18,10,78,14,31
Foster,Moreau,72,28,87,27,19,82,76,84,75,86,15,59,13,40,60,14,33
Jonas,Sanker,72,22,33,27,5,90,58,89,61,69,21,70,17,82,30,71,70
Quincy,Riley,72,24,29,27,2,90,64,85,66,77,15,72,17,75,31,74,48
Devin,Neal,71,22,30,27,4,87,71,89,91,68,29,83,18,68,39,28,40
Khalen,Saunders,71,29,50,27,3,72,84,87,49,49,6,34,12,10,47,23,82
Terrell,Burgess,71,26,24,27,5,89,62,88,62,64,6,74,20,65,25,69,67
Bub,Means,70,25,16,27,20,91,67,82,69,82,17,80,15,32,40,25,36
Danny,Stutsman,70,22,47,27,17,87,74,87,63,67,6,57,20,10,35,58,82
Dante,Pettis,70,29,17,27,20,88,50,83,75,80,34,83,14,84,34,20,30
Isaiah,Foskey,70,24,55,27,15,86,76,84,52,48,6,50,22,20,39,43,83
Khristian,Boyd,70,25,97,27,3,63,88,89,40,30,6,10,21,15,35,16,82
Matthew,Hayball,70,28,43,27,13,74,51,72,47,38,32,18,77,10,18,22,29
James,Burnip,69,24,46,27,13,71,54,78,23,27,27,10,75,10,14,10,28
Spencer,Rattler,69,24,2,27,14,82,56,88,61,39,79,60,20,10,13,12,19
Velus,Jones Jr,69,28,13,27,4,94,64,82,70,78,15,79,11,84,38,14,21
Vernon,Broughton,69,24,91,27,3,72,86,87,62,51,9,41,23,28,35,12,76
Fadil,Diggs,68,23,40,27,7,87,78,82,46,39,14,33,19,32,37,47,75
Tyler,Shough,68,25,6,27,14,84,56,82,67,36,79,54,16,27,16,36,16
Chris,Rumph II,67,26,98,27,7,80,74,81,40,36,6,37,16,10,32,42,76
Jaylan,Ford,67,23,53,27,12,82,73,88,64,73,9,61,21,35,42,56,79
Jonah,Williams,67,30,54,27,15,78,82,78,42,37,9,24,13,10,41,18,81
John,Ridgeway III,66,26,95,27,3,62,86,84,23,21,6,13,10,10,38,13,81
Mason,Tipton,66,24,15,27,20,94,59,86,74,80,28,77,12,59,38,19,30
Rico,Payton,66,25,36,27,2,86,58,80,58,68,18,69,15,55,26,66,64
Nephi,Sewell,65,26,45,27,17,83,68,86,60,50,7,64,25,10,34,60,80
Rejzohn,Wright,65,24,25,27,2,89,53,83,49,70,42,69,17,47,25,63,50
Will,Clapp,65,28,76,27,1,72,80,90,29,24,6,10,14,10,73,11,26
D'Marco,Jackson,64,27,52,27,12,87,69,88,51,57,6,55,15,10,36,51,80
Josiah,Ezirim,64,24,72,27,18,67,88,84,42,39,6,10,11,10,77,11,56
Jack,Stoll,63,27,88,27,19,83,68,85,74,80,11,65,18,46,60,17,34
Jake,Haener,63,26,3,27,14,83,61,89,63,31,77,63,48,10,15,11,22
Kevin,Austin Jr,63,25,81,27,20,91,67,86,71,75,10,69,22,50,40,37,38
Moliki,Matavao,63,22,80,27,19,79,76,88,69,77,15,61,29,29,61,27,40
Nick,Saldiveri,63,25,64,27,16,65,84,82,21,24,6,22,12,10,69,11,27
J.T.,Gray,62,29,48,27,5,90,65,81,58,62,6,66,14,60,23,60,72
Kyle,Hergel,62,25,60,27,8,59,88,82,27,26,7,11,14,10,70,12,34
Landon,Young,62,28,67,27,18,66,90,89,22,28,8,13,22,10,70,12,32
Tyreem,Powell,61,23,57,27,12,75,68,85,62,57,17,47,17,10,35,60,79
Torricelli,Simpkins III,58,23,68,27,1,57,78,85,24,24,6,10,14,10,75,13,26
Devon,Witherspoon,88,24,21,28,2,91,60,97,59,75,10,75,17,62,23,87,73
Kenneth,Walker III,88,24,9,28,4,94,81,92,94,67,15,87,12,73,32,15,36
DeMarcus,Lawrence,87,33,0,28,7,83,87,95,42,33,6,42,19,10,29,45,88
Leonard,Williams,87,31,99,28,3,78,90,85,58,42,6,44,17,10,32,29,86
Cooper,Kupp,86,32,10,28,20,89,66,88,76,95,36,89,20,84,49,21,31
Jaxon,Smith-Njigba,86,23,11,28,20,91,63,82,72,96,10,79,11,70,42,15,24
Julian,Love,86,27,20,28,5,90,62,85,65,77,6,77,14,70,26,80,81
Tariq,Woolen,86,26,27,28,2,95,60,75,62,82,10,71,18,45,25,82,57
Charles,Cross,83,24,67,28,11,74,84,81,25,20,6,10,14,10,81,10,25
Michael,Dickson,83,29,4,28,13,77,47,72,38,26,24,24,90,10,16,14,30
Ernest,Jones IV,80,25,13,28,12,86,74,86,62,66,6,60,13,10,43,61,92
Jarran,Reed,79,31,90,28,3,71,89,87,33,30,6,16,17,9,40,22,88
Jason,Myers,79,34,5,28,6,69,43,50,34,30,30,14,85,10,18,18,20
Shaquill,Griffin,79,30,24,28,2,91,63,87,67,74,6,80,12,45,27,78,63
Boye,Mafe,78,26,53,28,15,90,75,85,28,36,13,24,26,10,31,42,83
Zach,Charbonnet,78,24,26,28,4,88,79,83,95,73,14,81,16,65,45,28,50
Byron,Murphy II,77,22,91,28,3,77,86,88,42,46,6,45,18,10,36,30,85
Sam,Darnold,77,28,14,28,14,81,60,91,57,37,87,66,14,10,22,30,36
Abraham,Lucas,76,26,72,28,18,75,85,79,44,38,5,23,14,10,76,10,32
Coby,Bryant,75,26,8,28,5,88,63,83,62,75,6,74,19,55,15,74,69
Derick,Hall,75,24,58,28,7,87,76,87,49,52,21,48,12,29,35,51,80
Grey,Zabel,75,23,76,28,8,74,88,87,25,24,6,10,14,10,81,10,30
Johnathan,Hankins,75,33,97,28,3,73,90,76,45,30,6,11,10,10,32,25,82
Marquez,Valdes-Scantling,75,30,1,28,20,93,63,78,74,82,15,76,19,75,41,14,29
Uchenna,Nwosu,75,28,7,28,15,82,73,82,47,63,6,52,13,10,33,54,79
Nick,Emmanwori,74,21,3,28,5,93,70,91,65,74,6,70,18,43,30,67,70
Tyrice,Knight,74,24,48,28,17,85,71,87,61,62,12,55,25,37,31,64,84
Anthony,Bradford,73,24,75,28,16,70,92,85,31,24,8,10,16,10,74,12,30
Christian,Haynes,72,25,64,28,16,71,87,93,33,29,16,27,15,10,78,14,33
Josh,Jones,71,28,74,28,18,67,85,85,40,36,6,10,25,10,79,14,35
Tory,Horton,71,22,15,28,20,93,68,84,71,81,19,76,23,79,42,44,39
Damien,Martinez,70,21,22,28,4,89,74,90,92,64,19,78,32,66,42,27,41
Jake,Bobo,69,27,19,28,20,85,62,91,74,85,10,70,18,32,40,10,33
Nehemiah,Pritchett,69,24,28,28,2,94,50,75,55,62,9,71,18,83,25,70,53
Olusegun,Oluwatimi,69,26,55,28,1,60,84,90,25,27,6,10,20,10,76,11,28
Tyler,Hall,69,26,33,28,2,91,56,81,57,61,6,78,18,83,25,72,58
D'Anthony,Bell,68,28,23,28,5,89,66,87,59,62,6,72,12,60,31,68,70
Elijah,Arroyo,68,22,18,28,19,87,77,85,72,79,49,69,18,36,55,43,30
Mike,Morris,68,24,94,28,3,74,82,88,52,51,7,42,14,10,37,29,75
Rylie,Mills,68,24,98,28,3,73,84,85,44,24,11,33,22,29,35,19,81
Steven,Sims,68,28,84,28,20,90,53,84,70,79,22,80,16,85,35,19,24
A.J.,Barner,67,23,88,28,19,78,78,88,74,80,15,63,12,25,61,13,34
Eric,Saubert,67,31,81,28,19,82,75,83,75,78,10,68,22,10,57,14,30
Jamie,Sheriff,67,25,50,28,15,82,78,88,42,43,6,38,22,10,36,44,77
Quinton,Bohanna,67,26,92,28,3,56,92,85,25,27,26,13,22,10,40,15,76
Ricky,White III,67,23,86,28,20,89,65,87,72,78,20,75,21,77,43,54,46
Shemar,Jean-Charles,67,27,34,28,2,88,61,69,54,56,6,73,11,55,27,68,53
Bryce,Cabeldue,66,23,77,28,16,74,90,87,41,30,6,10,13,10,74,11,41
Damarion,Williams,66,27,37,28,2,88,57,85,58,64,12,78,17,60,23,66,57
Drew,Lock,66,28,2,28,14,83,68,91,56,42,78,40,12,20,19,15,22
Josh,Jobe,66,27,29,28,2,90,63,85,58,58,6,71,14,40,29,66,58
Robbie,Ouzts,66,22,40,28,4,75,82,87,70,75,21,56,24,23,61,22,44
Sataoa,Laumea,66,24,63,28,8,67,84,93,44,41,15,10,25,10,76,12,40
Dareke,Young,65,26,83,28,20,91,71,75,78,77,11,74,17,63,35,11,30
Drake,Thomas,65,25,42,28,17,82,66,89,53,57,12,51,22,10,38,58,79
Jalen,Milroe,65,22,6,28,14,93,69,89,56,40,76,78,21,33,31,19,42
Jerrick,Reed II,65,25,32,28,5,91,59,79,63,71,11,70,17,52,30,65,66
Michael,Jerrell,65,26,65,28,11,74,82,88,24,23,5,10,17,10,78,11,36
Tyreke,Smith,65,25,59,28,7,77,72,79,41,36,6,35,15,10,33,39,79
George,Holani,64,25,36,28,4,89,71,79,88,69,26,78,13,49,36,17,25
Kenny,McIntosh,64,25,25,28,4,87,66,78,86,72,40,78,20,77,43,30,39
AJ,Finley,63,23,30,28,5,87,56,77,63,73,6,72,13,50,32,66,66
Mason,Richman,63,23,78,28,18,60,84,86,33,26,6,24,12,31,72,12,28
Brandon,Pili,62,26,95,28,3,61,82,88,23,22,6,17,9,10,36,13,71
Chris,Stoll,62,27,41,28,10,75,65,80,61,46,10,34,12,10,55,15,48
Brady,Russell,61,27,38,28,19,80,71,87,74,75,12,66,11,33,57,15,41
Cody,White,61,26,82,28,20,83,69,79,69,79,12,73,16,65,43,23,37
Federico,Maranges,61,23,62,28,1,66,86,84,29,33,6,24,24,10,75,14,32
Jalen,Sundell,61,25,61,28,1,66,84,86,29,26,6,10,11,10,75,12,33
Amari,Kight,60,24,79,28,11,64,78,79,25,22,6,10,13,10,72,11,23
Jared,Ivey,59,23,51,28,7,67,74,84,34,35,6,34,13,10,33,41,76
Ty,Okada,59,26,39,28,5,90,62,77,67,61,46,73,22,45,31,61,59
Josh,Ross,58,25,47,28,12,79,65,83,55,59,6,52,13,40,35,56,77
Patrick,O'Connell,57,26,52,28,12,82,62,75,53,60,16,55,15,25,35,49,76
T.J.,Watt,96,30,90,29,7,83,86,95,53,72,6,46,50,6,31,62,96
Cameron,Heyward,94,36,97,29,3,75,94,95,39,48,6,10,11,10,31,27,94
Jalen,Ramsey,94,30,5,29,2,94,71,90,71,83,27,78,17,80,28,91,71
Alex,Highsmith,88,28,56,29,15,85,85,88,46,56,6,32,10,10,29,59,88
Chris,Boswell,85,34,9,29,6,73,44,49,45,29,32,10,93,10,17,12,35
D.K.,Metcalf,85,27,4,29,20,94,79,96,69,91,14,82,13,40,40,22,33
Darius,Slay Jr,84,34,23,29,2,90,60,83,64,82,6,81,21,72,26,83,61
Pat,Freiermuth,84,26,88,29,19,83,78,86,78,91,25,65,62,30,60,37,58
Zach,Frazier,84,24,54,29,1,64,88,97,30,30,6,10,14,10,90,9,31
DeShon,Elliott,82,28,25,29,5,88,57,85,66,76,6,70,17,35,29,72,84
Patrick,Queen,82,26,6,29,12,88,73,90,73,71,6,72,20,15,34,66,85
Jonnu,Smith,81,30,81,29,19,89,78,80,72,87,6,79,26,20,56,18,29
Isaac,Seumalo,80,31,73,29,8,69,84,81,29,20,6,10,21,10,82,18,33
Jaylen,Warren,80,26,30,29,4,90,74,86,91,71,21,86,20,66,49,17,34
Joey,Porter,80,25,24,29,2,90,67,91,60,60,12,71,12,56,23,79,61
Cole,Holcomb,78,29,55,29,12,87,72,85,60,65,6,33,35,10,33,69,89
Chuck,Clark,77,30,21,29,5,87,67,92,61,68,12,61,25,35,28,72,76
Derrick,Harmon,77,22,99,29,3,74,93,95,35,27,11,25,18,25,35,16,74
Troy,Fautanu,77,24,76,29,18,72,87,88,35,35,6,15,32,10,81,10,39
Aaron,Rodgers,76,41,8,29,14,77,59,98,64,47,84,48,18,10,23,16,19
Darnell,Washington,76,24,80,29,19,84,81,87,72,78,10,67,21,15,74,21,55
Juan,Thornhill,76,29,22,29,5,90,66,85,65,76,38,75,17,45,28,68,71
Keeanu,Benton,76,24,95,29,3,70,88,88,38,46,6,25,10,10,43,18,83
Payton,Wilson,76,25,41,29,17,91,67,92,64,73,20,65,28,21,38,66,84
Beanie,Bishop Jr,75,25,31,29,2,92,68,79,63,76,6,65,13,47,26,73,69
Calvin,Austin,75,26,19,29,20,95,53,83,72,84,27,80,17,81,34,28,32
Cameron,Johnston,75,33,5,29,13,76,48,83,25,30,15,10,81,10,22,25,35
Corliss,Waitman,75,30,3,29,13,71,46,77,53,50,36,28,78,10,21,14,35
Kaleb,Johnson,75,22,20,29,4,88,76,91,89,66,11,79,17,77,36,31,38
Kenneth,Gainwell,75,26,14,29,4,89,70,85,91,68,32,85,45,64,31,14,30
Robert,Woods,75,33,16,29,20,89,63,79,75,84,24,85,22,78,46,20,39
Mason,McCormick,74,25,66,29,16,70,90,87,20,26,7,30,19,10,77,10,37
Nick,Herbig,74,23,51,29,7,84,74,87,42,43,8,50,17,10,38,55,76
Malik,Harrison,73,27,50,29,17,85,75,79,55,58,28,55,46,33,30,59,83
Broderick,Jones,72,24,77,29,11,73,86,86,35,34,6,10,16,10,80,14,54
Jack,Sawyer,72,23,33,29,15,80,77,90,50,49,10,33,25,33,37,43,80
Brandin,Echols,71,27,26,29,2,92,52,85,62,63,15,74,16,65,25,68,55
Daniel,Ekuale,71,31,96,29,3,67,81,79,37,35,6,35,20,10,29,20,88
Dean,Lowry,71,31,94,29,3,76,86,89,47,48,6,32,19,9,32,26,86
James,Pierre,71,28,42,29,2,91,60,80,56,71,6,75,15,76,24,71,60
Ben,Sauls,70,24,29,29,6,73,46,62,26,19,28,35,77,10,13,12,20
Ben,Skowronek,70,28,15,29,20,85,68,83,73,88,12,72,19,55,42,27,47
Logan,Lee,70,25,91,29,3,71,83,88,38,40,6,19,10,10,32,22,81
Roman,Wilson,70,24,10,29,20,93,56,81,74,82,15,74,15,70,41,15,27
Scott,Miller,70,28,13,29,20,94,54,80,72,84,28,76,13,74,32,23,27
Donald,Parham,68,28,89,29,19,85,71,87,73,81,10,72,19,18,51,18,38
Donte,Kent,68,23,34,29,2,93,56,91,53,65,16,75,15,79,23,69,62
Cory,Trice Jr,67,25,27,29,2,90,67,85,64,72,11,70,13,56,25,64,70
Mason,Rudolph,67,30,2,29,14,74,66,87,66,40,80,49,16,14,19,13,31
Miles,Killebrew,67,32,28,29,5,86,76,87,76,69,6,69,18,42,19,57,70
Trey,Sermon,67,26,27,29,4,85,78,78,91,67,30,79,16,38,50,15,34
Yahya,Black,67,23,78,29,3,60,85,87,37,22,10,21,21,27,35,12,79
Connor,Heyward,66,26,83,29,19,82,68,91,81,78,25,63,37,64,63,15,40
Esezi,Otomewo,66,26,72,29,3,76,81,81,29,25,6,26,24,10,45,21,74
Evan,Hull,66,24,38,29,4,90,71,87,88,70,15,78,15,74,41,16,32
Max,Scharping,66,29,64,29,16,65,86,88,40,35,6,10,25,10,76,14,42
Brandon,Johnson,65,27,11,29,20,85,60,87,68,82,11,74,15,62,36,20,32
DeMarvin,Leal,65,25,98,29,3,73,74,86,35,44,9,44,15,10,37,26,76
Isaiahh,Loudermilk,65,27,92,29,3,69,79,84,49,51,6,39,15,10,37,19,79
Calvin,Anderson,64,29,67,29,18,65,85,85,33,30,6,21,22,10,75,14,30
Carson,Bruener,64,24,44,29,17,86,67,88,61,48,18,49,18,10,34,62,76
Mark,Robinson,64,26,93,29,12,83,81,79,68,62,6,58,13,35,39,52,81
Quindell,Johnson,64,25,35,29,5,88,61,87,57,73,39,67,17,45,26,65,64
Skylar,Thompson,64,28,17,29,14,77,65,82,56,34,78,60,19,10,21,13,26
Spencer,Anderson,64,25,74,29,8,67,88,83,24,21,7,14,14,10,68,12,35
Will,Howard,64,23,18,29,14,81,68,92,63,42,79,50,23,32,27,21,42
D'Shawn,Jamison,63,26,17,29,2,89,55,75,59,68,15,83,9,80,25,65,48
Devin,Harper,63,27,40,29,17,89,70,75,56,58,6,65,15,10,30,40,80
Nick,Broeker,63,24,61,29,8,63,81,81,42,35,8,24,15,10,73,12,26
Christian,Kuntz,62,31,46,29,10,79,76,85,44,61,9,49,20,15,35,44,76
Dylan,Cook,62,27,60,29,11,69,80,86,23,22,6,12,11,10,73,11,45
Eku,Leota,62,26,53,29,15,78,78,87,59,60,7,50,28,10,43,48,78
Kyler,McMichael,61,25,37,29,2,89,60,87,60,57,6,66,15,25,25,64,63
Ryan,McCollum,53,27,62,29,1,62,80,79,29,30,6,11,13,10,66,11,37
Jeffery,Simmons,92,28,98,30,3,78,97,89,29,27,6,32,16,48,33,34,86
Kevin,Zeitler,91,35,70,30,16,73,91,96,40,15,6,10,16,10,85,14,25
Tony,Pollard,86,28,20,30,4,92,69,84,93,74,16,90,10,87,31,38,38
L'Jarius,Sneed,84,28,38,30,2,94,60,82,68,77,6,82,24,70,19,80,60
Calvin,Ridley,81,30,0,30,20,93,59,80,75,82,23,88,16,68,38,21,29
Xavier,Woods,80,30,25,30,5,88,71,86,71,78,6,78,19,70,28,71,81
Cody,Barton,79,28,50,30,12,85,78,88,49,72,6,55,20,10,33,63,87
T'Vondre,Sweat,79,24,93,30,3,63,94,86,44,47,10,38,23,10,35,26,87
Tyjae,Spears,79,24,2,30,4,88,71,86,95,74,15,87,18,62,40,14,30
Tyler,Lockett,79,32,4,30,20,88,50,89,73,92,10,84,25,90,38,18,25
Amani,Hooker,78,27,37,30,5,88,62,81,65,78,29,74,44,44,28,74,70
JC,Latham,78,22,55,30,18,63,94,91,33,24,9,10,17,10,84,10,40
Roger,McCreary,78,25,21,30,2,89,65,85,63,72,28,72,36,60,28,81,59
Sebastian,Joseph-Day,78,30,69,30,3,74,86,88,24,21,6,24,6,10,34,23,85
Dan,Moore,76,26,75,30,11,65,88,78,36,27,6,10,12,10,80,13,36
Darrell,Baker,76,27,39,30,2,91,57,78,60,58,13,71,14,50,28,78,62
Dre'Mont,Jones,76,28,45,30,7,74,82,82,50,51,6,37,10,10,31,41,89
Peter,Skoronski,76,24,77,30,8,67,88,87,29,36,8,19,30,10,79,10,25
Arden,Key,75,29,49,30,15,81,79,79,32,35,6,36,12,10,30,40,80
Lloyd,Cushenberry III,75,27,79,30,1,71,85,92,30,30,6,10,21,10,80,14,22
Chigoziem,Okonkwo,74,25,85,30,19,88,67,78,73,85,10,72,18,35,57,14,30
Johnny,Hekker,74,35,3,30,13,74,55,68,40,39,53,10,76,10,23,15,25
Oluwafemi,Oladejo,74,21,7,30,7,85,81,90,51,55,15,37,24,28,34,53,80
Jarvis,Brownlee Jr,73,24,29,30,2,92,63,95,55,73,24,75,18,60,33,72,67
Cam,Ward,72,23,1,30,14,82,66,94,65,45,80,62,28,28,32,34,35
Joey,Slye,72,29,6,30,6,71,66,58,40,35,28,21,72,10,15,12,31
Van,Jefferson,72,29,11,30,20,89,59,85,77,81,27,75,14,73,28,20,34
Elic,Ayomanor,71,22,5,30,20,91,68,80,74,80,19,71,16,73,46,30,27
Kevin,Winston Jr.,71,21,23,30,5,89,64,89,62,66,6,65,17,79,30,67,69
Will,Levis,71,26,8,30,14,80,69,93,62,47,81,66,16,10,20,13,25
Chimere,Dike,70,23,17,30,20,94,65,81,73,76,15,73,18,77,44,50,49
Kalel,Mullings,70,22,28,30,4,87,79,90,93,61,31,76,30,75,45,59,62
Sam,Mustipher,70,29,60,30,8,61,83,88,40,25,6,10,25,10,77,14,37
Carlos,Watkins,69,31,96,30,3,75,86,86,44,50,6,28,15,10,29,28,81
Cedric,Gray,69,22,51,30,12,84,69,90,60,70,17,64,14,45,31,69,77
Josh,Whyle,69,25,81,30,19,83,71,81,71,84,10,71,14,15,59,13,37
Marcus,Harris,69,24,26,30,2,93,59,90,60,74,12,67,23,81,27,68,67
Xavier,Restrepo,69,23,87,30,20,84,61,86,70,82,28,76,24,80,40,41,36
Amani,Oruwariye,68,29,31,30,2,88,65,89,62,73,6,72,17,56,25,69,52
Jackson,Slater,68,22,64,30,8,72,89,87,29,25,5,11,12,10,76,13,35
James,Lynch,68,26,97,30,3,72,82,84,42,38,9,32,56,10,37,29,78
James,Proche II,68,28,13,30,20,87,61,84,74,85,44,74,13,76,40,14,27
Jha'Quan,Jackson,68,25,19,30,20,92,54,84,73,80,10,78,14,82,31,16,26
Jihad,Ward,68,31,53,30,7,68,80,89,30,24,6,22,19,9,35,43,81
Gunnar,Helm,67,22,84,30,19,78,74,90,71,80,12,65,20,26,58,24,41
James,Williams,67,22,52,30,17,84,71,87,65,69,28,66,14,50,35,71,71
Olisaemeka,Udoh,67,28,72,30,11,70,87,81,25,21,6,10,11,10,77,17,34
Ali,Gaye,66,26,99,30,15,82,73,79,44,41,6,57,20,10,31,41,75
Anfernee,Orji,66,24,59,30,9,87,67,88,54,63,12,67,29,40,30,59,75
Morgan,Cox,66,39,46,30,10,71,73,82,67,58,10,14,18,10,46,18,63
Otis,Reese IV,66,27,41,30,17,86,68,87,64,66,12,58,11,32,34,60,80
Bryce,Oliver,65,25,80,30,20,87,60,88,70,79,10,77,15,43,37,10,29
Julius,Chestnut,65,24,36,30,4,88,76,85,83,68,18,78,17,60,44,11,35
Timmy,Horne,65,27,94,30,3,64,85,87,29,24,6,14,16,10,40,12,79
Titus,Leo,65,26,90,30,15,83,69,77,45,55,6,55,51,10,35,30,69
Amari,Burney,64,25,58,30,12,89,70,81,53,65,27,62,13,35,37,60,78
Andrew,Rupcich,64,26,76,30,16,62,85,89,22,25,6,10,10,10,73,10,25
Blake,Hance,64,29,73,30,16,70,85,82,41,43,6,30,21,10,79,14,43
Curtis,Jacobs,64,23,57,30,17,87,68,86,56,56,10,68,22,25,30,66,73
Gabe,Jeudy-Lally,64,24,32,30,2,88,54,81,58,69,6,71,11,32,22,65,55
Julius,Wood,64,24,24,30,5,88,63,86,68,70,6,72,19,30,30,65,72
Mike,Brown,64,26,44,30,5,89,66,88,63,65,7,64,11,35,25,62,65
Corey,Levin,63,31,62,30,1,64,84,83,22,25,6,23,23,11,71,18,32
Jaylen,Harrell,63,23,92,30,7,83,75,80,32,44,6,33,24,10,28,41,72
Kendell,Brooks,63,25,33,30,5,91,63,83,55,58,6,72,13,50,32,65,65
David,Martin-Robinson,62,25,88,30,19,85,70,84,72,78,20,68,19,18,59,18,39
Thomas,Odukoya,62,28,89,30,19,83,72,79,71,77,15,62,25,20,54,14,38
